design,dgp,seed,scenario,sex,outcome,support_source,first_caution_year,first_risky_year,min_support_frac,mean_support_frac,max_projection_year
Well-specified design,spec_linear,192,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,192,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,192,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,192,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,193,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,193,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,193,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,193,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,193,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,193,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,193,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,193,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,194,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,194,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,194,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,194,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,194,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,194,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,194,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,194,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,195,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,195,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,195,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,195,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,195,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,195,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,195,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,195,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,196,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,196,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,196,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,196,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,196,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,196,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,196,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,196,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,197,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,197,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,197,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,197,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,197,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,197,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,197,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,197,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,198,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,198,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,198,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,198,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,198,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,198,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,198,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,198,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,199,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,199,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,199,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,199,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,199,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,199,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,199,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,199,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,200,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,200,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,200,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,200,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,200,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,200,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,200,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,200,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
